bank,review_length,rating
Bank of Abyssinia,21,5
Bank of Abyssinia,19,1
Bank of Abyssinia,10,5
Bank of Abyssinia,16,5
Bank of Abyssinia,8,1
Bank of Abyssinia,14,1
Bank of Abyssinia,16,1
Bank of Abyssinia,38,5
Bank of Abyssinia,9,1
Bank of Abyssinia,4,1
Bank of Abyssinia,7,5
Bank of Abyssinia,12,5
Bank of Abyssinia,9,4
Bank of Abyssinia,8,5
Bank of Abyssinia,8,2
Bank of Abyssinia,44,5
Bank of Abyssinia,42,5
Bank of Abyssinia,10,5
Bank of Abyssinia,9,5
Bank of Abyssinia,18,5
Bank of Abyssinia,4,5
Bank of Abyssinia,404,5
Bank of Abyssinia,80,5
Bank of Abyssinia,31,5
Bank of Abyssinia,26,4
Bank of Abyssinia,31,5
Bank of Abyssinia,40,5
Bank of Abyssinia,8,3
Bank of Abyssinia,7,1
Bank of Abyssinia,15,4
Bank of Abyssinia,9,5
Bank of Abyssinia,9,5
Bank of Abyssinia,9,1
Bank of Abyssinia,11,4
Bank of Abyssinia,90,5
Bank of Abyssinia,13,5
Bank of Abyssinia,13,5
Bank of Abyssinia,10,5
Bank of Abyssinia,9,5
Bank of Abyssinia,17,5
Bank of Abyssinia,9,5
Bank of Abyssinia,14,5
Bank of Abyssinia,9,5
Bank of Abyssinia,9,5
Bank of Abyssinia,18,1
Bank of Abyssinia,8,1
Bank of Abyssinia,7,5
Bank of Abyssinia,11,5
Bank of Abyssinia,10,5
Bank of Abyssinia,9,5
Bank of Abyssinia,7,1
Bank of Abyssinia,23,5
Bank of Abyssinia,7,1
Bank of Abyssinia,5,1
Bank of Abyssinia,6,1
Bank of Abyssinia,17,4
Bank of Abyssinia,8,1
Bank of Abyssinia,11,1
Bank of Abyssinia,9,5
Bank of Abyssinia,8,1
Bank of Abyssinia,3,2
Bank of Abyssinia,9,2
Bank of Abyssinia,21,5
Bank of Abyssinia,17,5
Bank of Abyssinia,11,5
Bank of Abyssinia,4,5
Bank of Abyssinia,3,5
Bank of Abyssinia,9,5
Bank of Abyssinia,2,5
Bank of Abyssinia,7,5
Bank of Abyssinia,4,5
Bank of Abyssinia,6,5
Bank of Abyssinia,6,5
Bank of Abyssinia,15,5
Bank of Abyssinia,9,5
Bank of Abyssinia,7,5
Bank of Abyssinia,6,5
Dashen Bank,500,5
Dashen Bank,356,5
Dashen Bank,380,5
Dashen Bank,444,5
Dashen Bank,382,5
Dashen Bank,298,5
Dashen Bank,410,5
Dashen Bank,467,5
Dashen Bank,496,5
Dashen Bank,311,5
Dashen Bank,250,2
Dashen Bank,275,5
Dashen Bank,418,5
Dashen Bank,268,5
Dashen Bank,491,5
Dashen Bank,195,5
Dashen Bank,176,5
Dashen Bank,433,5
Dashen Bank,455,5
Dashen Bank,479,2
Dashen Bank,148,5
Dashen Bank,142,5
Dashen Bank,146,5
Dashen Bank,181,5
Dashen Bank,282,5
Dashen Bank,161,2
Dashen Bank,245,1
Dashen Bank,203,5
Dashen Bank,310,1
Dashen Bank,463,5
Dashen Bank,307,5
Dashen Bank,245,3
Dashen Bank,278,5
Dashen Bank,318,5
Dashen Bank,135,5
Dashen Bank,123,5
Dashen Bank,224,5
Dashen Bank,186,4
Dashen Bank,125,5
Dashen Bank,114,5
Dashen Bank,157,5
Dashen Bank,136,5
Dashen Bank,154,5
Dashen Bank,156,5
Dashen Bank,349,5
Dashen Bank,271,5
Dashen Bank,275,5
Dashen Bank,170,5
Dashen Bank,139,5
Dashen Bank,434,1
Dashen Bank,148,5
Dashen Bank,145,5
Dashen Bank,489,5
Dashen Bank,134,5
Dashen Bank,124,1
Dashen Bank,120,5
Dashen Bank,185,5
Dashen Bank,153,5
Dashen Bank,126,2
Dashen Bank,192,4
Dashen Bank,168,4
Dashen Bank,203,5
Dashen Bank,124,5
Dashen Bank,254,3
Dashen Bank,223,1
Dashen Bank,110,5
Dashen Bank,97,5
Dashen Bank,112,5
Dashen Bank,66,5
Dashen Bank,182,5
Dashen Bank,67,5
Dashen Bank,109,5
Dashen Bank,73,5
Dashen Bank,69,5
Dashen Bank,86,5
Dashen Bank,124,4
Dashen Bank,90,5
Dashen Bank,80,5
Dashen Bank,59,5
Dashen Bank,64,5
Dashen Bank,91,5
Dashen Bank,68,5
Dashen Bank,123,5
Dashen Bank,173,4
Dashen Bank,199,5
Dashen Bank,169,2
Dashen Bank,95,5
Dashen Bank,98,1
Dashen Bank,90,5
Dashen Bank,426,5
Dashen Bank,51,5
Dashen Bank,44,5
Dashen Bank,189,3
Dashen Bank,112,1
Dashen Bank,92,5
Dashen Bank,102,1
Dashen Bank,114,5
Dashen Bank,100,5
Dashen Bank,113,2
Dashen Bank,40,5
Dashen Bank,124,5
Dashen Bank,39,5
Dashen Bank,103,5
Dashen Bank,75,5
Dashen Bank,64,5
Dashen Bank,60,5
Dashen Bank,164,4
Dashen Bank,158,2
Dashen Bank,76,5
Dashen Bank,122,5
Dashen Bank,85,5
Dashen Bank,66,5
Dashen Bank,119,4
Dashen Bank,130,5
Dashen Bank,178,5
Dashen Bank,56,5
Dashen Bank,39,5
Dashen Bank,90,5
Dashen Bank,90,5
Dashen Bank,115,5
Dashen Bank,94,3
Dashen Bank,66,2
Dashen Bank,128,5
Dashen Bank,69,1
Dashen Bank,47,5
Dashen Bank,69,5
Dashen Bank,48,5
Dashen Bank,35,5
Dashen Bank,334,5
Dashen Bank,66,5
Dashen Bank,73,4
Dashen Bank,41,5
Dashen Bank,49,5
Dashen Bank,61,1
Dashen Bank,20,5
Dashen Bank,27,5
Dashen Bank,58,5
Dashen Bank,19,5
Dashen Bank,28,5
Dashen Bank,55,5
Dashen Bank,76,5
Dashen Bank,161,4
Dashen Bank,86,5
Dashen Bank,35,5
Dashen Bank,104,5
Dashen Bank,75,5
Dashen Bank,74,1
Dashen Bank,75,5
Dashen Bank,80,5
Dashen Bank,95,5
Dashen Bank,100,1
Dashen Bank,48,5
Dashen Bank,62,5
Dashen Bank,60,5
Dashen Bank,25,5
Dashen Bank,36,5
Dashen Bank,33,5
Dashen Bank,61,5
Dashen Bank,60,5
Dashen Bank,19,5
Dashen Bank,67,1
Dashen Bank,72,5
Dashen Bank,143,5
Dashen Bank,100,5
Dashen Bank,48,3
Dashen Bank,46,2
Dashen Bank,41,5
Dashen Bank,49,5
Dashen Bank,102,5
Dashen Bank,76,2
Dashen Bank,62,5
Dashen Bank,32,5
Dashen Bank,45,5
Dashen Bank,54,2
Dashen Bank,53,5
Dashen Bank,19,5
Dashen Bank,63,5
Dashen Bank,22,5
Dashen Bank,22,5
Dashen Bank,28,5
Dashen Bank,31,5
Dashen Bank,54,1
Dashen Bank,26,5
Dashen Bank,87,1
Dashen Bank,33,5
Dashen Bank,122,5
Dashen Bank,24,5
Dashen Bank,15,1
Dashen Bank,25,5
Dashen Bank,35,5
Dashen Bank,58,4
Dashen Bank,26,4
Dashen Bank,69,3
Dashen Bank,132,5
Dashen Bank,36,5
Dashen Bank,23,5
Dashen Bank,63,5
Dashen Bank,42,5
Dashen Bank,29,1
Dashen Bank,23,5
Dashen Bank,31,5
Dashen Bank,84,4
Dashen Bank,48,5
Dashen Bank,64,5
Dashen Bank,141,5
Dashen Bank,71,5
Dashen Bank,75,5
Dashen Bank,38,1
Dashen Bank,103,5
Dashen Bank,68,5
Dashen Bank,24,5
Dashen Bank,66,5
Dashen Bank,23,5
Dashen Bank,31,5
Dashen Bank,108,5
Dashen Bank,139,1
Dashen Bank,24,5
Dashen Bank,26,5
Dashen Bank,238,5
Dashen Bank,68,5
Dashen Bank,36,5
Dashen Bank,16,1
Dashen Bank,22,5
Dashen Bank,41,4
Dashen Bank,44,5
Dashen Bank,29,5
Dashen Bank,25,5
Dashen Bank,35,1
Dashen Bank,105,2
Dashen Bank,50,5
Dashen Bank,27,5
Dashen Bank,50,1
Dashen Bank,37,5
Dashen Bank,23,5
Dashen Bank,35,5
Dashen Bank,44,5
Dashen Bank,16,5
Dashen Bank,31,5
Dashen Bank,23,5
Dashen Bank,33,5
Dashen Bank,22,5
Dashen Bank,40,5
Dashen Bank,22,3
Dashen Bank,17,5
Dashen Bank,21,2
Dashen Bank,21,5
Dashen Bank,17,5
Dashen Bank,19,5
Dashen Bank,45,5
Dashen Bank,64,5
Dashen Bank,65,5
Dashen Bank,34,1
Dashen Bank,28,5
Dashen Bank,17,5
Dashen Bank,69,5
Dashen Bank,70,5
Dashen Bank,13,5
Dashen Bank,23,5
Dashen Bank,57,5
Dashen Bank,31,5
Dashen Bank,66,5
Dashen Bank,21,3
Dashen Bank,13,5
Dashen Bank,26,5
Dashen Bank,40,1
Dashen Bank,15,5
Dashen Bank,33,5
Dashen Bank,17,1
Dashen Bank,34,5
Dashen Bank,68,5
Dashen Bank,13,5
Dashen Bank,11,3
Dashen Bank,32,1
Dashen Bank,35,5
Dashen Bank,25,5
Dashen Bank,22,1
Dashen Bank,34,5
Dashen Bank,32,5
Dashen Bank,27,5
Dashen Bank,34,5
Dashen Bank,12,5
Dashen Bank,11,5
Dashen Bank,11,5
Dashen Bank,20,5
Dashen Bank,14,2
Dashen Bank,16,5
Dashen Bank,60,5
Dashen Bank,13,5
Dashen Bank,27,5
Dashen Bank,10,5
Dashen Bank,29,3
Dashen Bank,11,5
Dashen Bank,16,5
Dashen Bank,21,5
Dashen Bank,21,5
Dashen Bank,57,5
Dashen Bank,15,5
Dashen Bank,16,5
Dashen Bank,12,5
Dashen Bank,14,1
Dashen Bank,7,5
Dashen Bank,144,5
Dashen Bank,14,5
Dashen Bank,9,5
Dashen Bank,16,5
Dashen Bank,6,5
Dashen Bank,10,5
Dashen Bank,15,3
Dashen Bank,11,2
Dashen Bank,7,5
Dashen Bank,99,5
Dashen Bank,9,5
Dashen Bank,9,5
Dashen Bank,23,5
Dashen Bank,15,5
Dashen Bank,7,1
Dashen Bank,101,5
Dashen Bank,88,5
Dashen Bank,43,5
Dashen Bank,35,5
Dashen Bank,21,5
Dashen Bank,8,5
Dashen Bank,214,5
Dashen Bank,75,5
Dashen Bank,27,5
Dashen Bank,26,5
Dashen Bank,9,5
Dashen Bank,9,5
Dashen Bank,22,5
Dashen Bank,19,5
Dashen Bank,9,5
Dashen Bank,12,5
Dashen Bank,14,5
Dashen Bank,8,5
Dashen Bank,4,1
Dashen Bank,8,5
